"Edit","Expert ID","Department","Title","Year","Pub.Date","Author(s)","Journal","Volume","Pages","Issue","DOI","EID","Publication Type","Scopus Indexed","WOS Indexed","UGC CARE - B","Crossref Citation","Scopus Citation","Access"
"2793775","162225","Department of Mechanical Engineering","Effect of tool material on thrust force and delamination in the drilling of coconut leaf sheath fibre reinforced polymer composites","2021","","Khot, Mantesh Basappa and Kumar, M Prasanna","Materials Today: Proceedings","47","5715--5721","","","","article","","","","","",""
"2793777","162225","Department of Mechanical Engineering","A review on fabrication and dynamic characterisation of composite beam structure","2023","2023-01-01","Akshobya J.;Khot M.B.","International Journal of Structural Engineering","13","22-62","1","10.1504/IJSTRUCTE.2023.126791","2-s2.0-85161928289","Article","Y","","","0","0","4"
"2793778","162225","Department of Mechanical Engineering","A review on textile waste production, management and its applications in construction engineering field","2023","2023-01-01","Khot M.B.;Sridhar K.S.;Sethuram D.","International Journal of Structural Engineering","13","151-173","2","10.1504/IJSTRUCTE.2023.130126","2-s2.0-85153793597","Article","Y","","","2","2","4"
"2793813","162225","Department of Electrical and Electronics Engineering","Design and modeling of a novel two-stage cascaded interleaved boost converter for high voltage applications","2015","","Dath, Ambika G and Kumar, Prasanna and others","","","511--514","","","","inproceedings","","","","","",""
"2793989","173098","Department of Electrical and Electronics Engineering","Performance and Stability Analysis of Series-Cascaded, High-Gain, Interleaved Boost Converter for Photovoltaic Applications","2018","","C. Prasanna Kumar and N. Venugopal","Power Electronics and Drives","3","85--97","","doi:10.2478/pead-2018-0022","","article","","","","7","0","1"
"2793990","173098","Department of Electrical and Electronics Engineering","Optimal design of an interleaved dc-dc switch mode converter","2015","","Kumar, Prasanna C and Ramu, TS","","","1--7","","","","inproceedings","","","","","",""
"2794039","162097","Department of Electronics and Communication Engineering","Prevention of FDI Attacks in Smart Meter by providing Multi-Layer Authentication using ElGamal and SHA","2021","0000-00-00","Madhu, Akhila and Prajeesha, Prajeesha","Proceedings - 5th International Conference on Computing Methodologies and Communication, ICCMC 2021","","246-251","","10.1109/ICCMC51019.2021.9418464","","INPROCEEDINGS","","","","1","2","4"
"2794066","162097","Department of Electronics and Communication Engineering","Safer-Self Propelling Baby Jogger with Obstacle Avoidance using Zigbee Technology","2021","","Prajeesha. Aryan Jain. Avani Avinash. H Anusree. Rahul Gangarapu.","Safer-Self Propelling Baby Jogger with Obstacle Avoidance using Zigbee Technology","","","","","","conference paper","","","","","",""
"2794075","162097","Department of Electronics and Communication Engineering","Hazardous Material Informatics System using Spatial Profiler","2021","","Bagur, Mohit N and Ramesh, Amrita and Srikanth, Siddhanth and others","","","","","","","article","","","","","",""
"2794140","162097","Department of Electronics and Communication Engineering","Dynamic Characteristics of a Single Orifice Aerostatic Thrust Bearing with Nonlinear Spring Model of Air Film","2020","","Srinivasa Prasad, KS and Athreya, Sushil S and Kamath, Vaibhav and Rajgopal, Shyam","","","751--759","","","","incollection","","","","","",""
"2794414","320591","Faculty of Commerce and Management","PROPELLING BUSINESS WITH BLOCK CHAINS FUNDAMENTALS","2023","","Dr. Shashi,  Anas M. Bashayreh ,Sailesh , Ngoc Lien Le Tieu","PROPELLING BUSINESS WITH BLOCK CHAINS FUNDAMENTALS","ISBN-13: 978-93-94707-52-8","","","","","book","","","","","",""
"2794834","163779","Department of Mechanical Engineering","Free and Forced Vibration Characteristics of a Flax Fibre Reinforced Composite Beam with Viscoelastic Core","2020","","Prasad, KS Srinivasa and Manu, KN and Singh, Naveen","Materials Today: Proceedings","21","1078--1083","","","","article","","","","","",""
"2794835","163779","Department of Mechanical Engineering","Vibration Control of a Glass Fibre Reinforced Plastic Beam with Shape Memory Alloys","2018","","K S, Srinivasa and Tarafdar, Hitaishi and CJ, Cyril and Siddarth, Amaraneni and Pawar, Girish","Journal of Structural Engineering (Madras)","45","45-51","","","","article","Y","","","","",""
"2795022","163395","Department of Science and Humanities","SUBORDINATION RESULTS FOR A CLASS OF $\gamma$-SPIRALLIKE FUNCTIONS","2017","","KARTHIYAYINI, O and SIVASANKARI, V","Annals of Oradea University - Mathematics Fascicola","24","19--24","","","","article","","","","","",""
"2795023","163395","Department of Science and Humanities","CERTAIN SUBCLASS OF MULTIVALENT ","2022","","O, KARTHIYAYINI. and V, SIVASANKARI.","International Journal of Mathematical Archive","13","8--18","","","","article","","","","","",""
"2795085","94416","Department of Computer Science Engineering","Dynamic Binary Cross Entropy: An effective and quick method for model convergence","2022","2022-01-01","Kulkarni C.;Rajesh M.;Shylaja S.S.","Proceedings - 21st IEEE International Conference on Machine Learning and Applications, ICMLA 2022","","814-818","","10.1109/ICMLA55696.2022.00135","2-s2.0-85152214817","Conference Paper","Y","","","1","1","4"
"2795088","162231","Department of Computer Science Engineering","Intelligent Digital Ledger Voting System","2022","2022-01-01","Shreshth A.;Altaf Ahmed M.;Poorvika A.;Jha M.;Sarasvathi V.","Proceedings - 2022 4th International Conference on Advances in Computing, Communication Control and Networking, ICAC3N 2022","","2185-2191","","10.1109/ICAC3N56670.2022.10074118","2-s2.0-85152194580","Conference Paper","Y","","","0","0","4"
"2795089","162231","Department of Computer Science Engineering","A Study on IoT layered Attacks and Countermeasures","2022","2022-01-01","Surendran S.;Sarasvathi V.","Proceedings - 2022 4th International Conference on Advances in Computing, Communication Control and Networking, ICAC3N 2022","","1869-1874","","10.1109/ICAC3N56670.2022.10074071","2-s2.0-85152192369","Conference Paper","Y","","","0","0","4"
"2795989","162099","Department of Mechanical Engineering","Numerical investigation on the thermal performance of cross-cocurrent and countercurrent three fluid heat exchanger with flow maldistribution at the inlet","2023","2023-09-01","Jyothiprakash K.H.","Heat Transfer","52","4158-4181","6","10.1002/htj.22858","2-s2.0-85152796430","Article","Y","","","0","1","4"
"2795992","165558","Faculty of Pharmaceutical Sciences","Synthesis of carboxmethyl chitosan and its effect on budesonide colon sensitive nano release system","2023","","Nikhil Sutar and Satish CS","Journal of Dispersion Science and Technology","0","1-12","","10.1080/01932691.2023.2188916","","article","Y","","","0","0","4"
"2796370","165558","Department of Electrical and Electronics Engineering","A Study on Challenges in Adoption of Electric Vehicle and Vehicle-to-Grid Technologies in India","2022","","Sambaiah, Kola Sampangi","","","","","","","article","","","","","",""
"2796392","271017","Department of Electrical and Electronics Engineering","Optimal Distributed Generation Allocation in Practical Distribution System in the Presence of Plug-in Electric Vehicles","2022","","Sambaiah, Kola Sampangi","Turk J Electr Power Energy Syst","","","","","","article","","","","","",""
"2796394","163737","Department of Mechanical Engineering","Weight optimization of gimbal joint for aircraft application","2019","","Dileep, BP and Ravishankar, MK","","2200","020083","","","","inproceedings","","","","","",""
"2796669","94444","Department of Biotechnology","Evaluation of maturity parameters of vermicomposts prepared from different bio-degradable wastes","2018","","Shanthi, K","Int. J. of. Life Sciences","6","487--493","","","","article","","","","","",""
"2796701","162783","Department of Computer Science Engineering","An Efficient Secured Internet Model for AllUpcoming IoT Applications","2018","","Shanthala P T. Annapurna D.","An Efficient Secured Internet Model for AllUpcoming IoT Applications","","","","","","other","","","","","",""
"2796717","162783","Department of Computer Science Engineering","A Portable Smart Band Implementation for Heart Patients in Critical Conditions","2016","","Supreeth Ravi.  Venu Ramesh. Aditi Anomita Mohanty. Shanthala P T.","A Portable Smart Band Implementation for Heart Patients in Critical Conditions","","",""," DOI : 10.17577/IJERTV5IS090112","","other","","","","","",""
"2796889","163748","Department of Electronics and Communication Engineering","Design of an Efficient Steganography Model using Lifting based DWT and Modified-LSB Method onFPGA","2019","","Mahesh A A. Raja K B.","Design of an Efficient Steganography Model using Lifting based DWT and Modified-LSB Method onFPGA","Vol. 10,No.10, 2019","","","","","other","","","","","",""
"2798093","173960","Department of Electronics and Communication Engineering","Comparison of Multirate two-channel Quadrature Mirror Filter Bank with FIR Filters Based Multiband Dynamic Range Control for audio","2014","","C, Lavanya and Kalghatgi, Bharati","IOSR Journal of Electronics and Communication Engineering","9","19-24","","10.9790/2834-09341924","","article","","","","0","0","3"
"2798101","216521","Department of Electrical and Electronics Engineering","Railway Accidents Avoidance and Security System","2020","","Suma S. Srinivasa Nayaka H N. Usha B C. Sindhu Shree M N. Sunil Kumar S.","Railway Accidents Avoidance and Security System","Volume-3, Issue-6, June-2020","","","","","other","","","","","",""
"2798104","216521","Department of Electrical and Electronics Engineering","Automation of Jig to Test the Tandem of BG605 Motor Grader","2015","","SUMA S. C MALLIKARJUNA.","Automation of Jig to Test the Tandem of BG605 Motor Grader","","","","","","other","","","","","",""
"2798112","216521","Department of Electrical and Electronics Engineering","Comparison between the effects of alloxan and streptozotoci on inducing diabetes in mice","2008","","Mukund, H and Rao, CM and Srinivasan, KK and Mamathadevi, DS and Satish, H","Pharmacognosy Magazine","15","819--824","","","","article","Y","Y","","","",""
"2798259","361564","Faculty of Pharmaceutical Sciences","Evaluation of memory enhancing activity of leaf extract of Dalbergia sissoo in mice","2015","","Sau, S and Handral, M","Int J Pharm Sci Drug Res","7","263--269","","","","article","","","","","",""
"2798260","361564","Faculty of Pharmaceutical Sciences","Neuroprotective evaluation of ethanolic leaf extract of Dalbergia sissoo in monosodium glutamate induced neurotoxicity in rats.","2014","","Thonda, VSS Swaroop and Kumar, S Harish and Handral, M and Abhijit, Sonowal and others","International Journal of Pharmaceutical Sciences and Research (IJPSR)","5","829--838","","","","article","","","","","",""
"2798262","361564","Faculty of Pharmaceutical Sciences","Clinical evaluation of cisplatin induced nephrotoxicity characterized by electrolyte disturbances","2011","","Arunkumar, PA and Mukund, H and Radheshyam, N and Belliyappa, MS","Asian Journal of Research in Pharmaceutical Science","1","100--104","","","","article","","","","","",""
"2798263","361564","Faculty of Pharmaceutical Sciences","An efficient, lung-targeted, drug-delivery system to treat asthma via microparticles","2019","","SreeHarsha, Nagaraja and Venugopala, Katharigatta N and Nair, Anroop B and Roopashree, Teeka S and Attimarad, Mahesh and Hiremath, Jagadeesh G and Al-Dhubiab, Bandar E and Ramnarayanan, Chandramouli and Shinu, Pottathil and Handral, Mukund and others","Drug design, development and therapy","","4389--4403","","","","article","Y","","","","",""
"2798266","361564","Faculty of Pharmaceutical Sciences","Neuroprotective evaluation of leaf extract of Dalbergia sissoo in 3-nitropropionic acid induced neurotoxicity in rats.","2014","","Thonda, VSSS and Suddhasatwa, Banerjee and Handral, M and others","International Journal of Pharmaceutical Sciences and Drug Research","6","41--47","","","","article","","","Y","","",""
"2799127","320591","Faculty of Commerce and Management"," Exploring the Viability of Blockchain to  Change the Mortgage Industry Landscape","2023","","Akkaraju Sailesh Chandra ","PIMR 18th International Conference","","","","","","conference proceedings","","","","","",""
"2799371","369939","Department of Science and Humanities","Green and chemical-engineered CuFe 2 O 4: characterization, cyclic voltammetry, photocatalytic and photoluminescent investigation for multifunctional applications","2018","","Surendra, BS and Veerabhdraswamy, M and Anantharaju, KS and Nagaswarupa, HP and Prashantha, SC","Journal of Nanostructure in Chemistry","8","45--59","","","","article","","Y","Y","","",""
"2799376","94364","Department of Science and Humanities","Second derivative spectrophotometric determination of iron (II) and ruthenium (III) using 1, 10-phenanthroline","2018","","Veerabhadraswamy, M and Devaraj, TD and Jayanna, BK","Analytical Chemistry Letters","8","757--768","","","","article","","","Y","","",""
"2799377","94364","Department of Science and Humanities","Microwave assisted modification of bentonite clay: characterization and solvent-free synthesis of Schiff’s bases","2017","","Surendra, BS and Veerabhadraswamy, M","J. Org. Inorg. Chem","3","3","","","","article","","","","","",""
"2799379","94364","Department of Science and Humanities","Catalysis for bio-BTX (benzene, toluene, and xylene) synthesis","2022","","Mruthyunjaya, Veerabhadraswamy","","","223--256","","","","incollection","","","","","",""
"2799386","94430","Department of MCA","A framework for implementing realistic custom network topology in Mininet","2014","","Veena, S and Pal, Chandan and Rustagi, Ram P and Murthy, KNB","International Journal of Science and Research (IJSR)","3","1316--1323","","","","article","","","","","",""
"2799387","94430","Department of MCA","Detection and mitigation of security attacks using real time SDN analytics","2017","","Veena, S and Manju, R","","2","87-93","","10.1109/ICECA.2017.8212770","","INPROCEEDINGS","","","","3","2","4"
"2799405","94430","Department of MCA","Application of SDN in Network Management and Performance Monitoring","2012","","S, Veena and Balasubramanya Murthy, Kannamedi and Rustagi, Ram","","","","","","","inproceedings","","","","","",""
"2801777","369939","Department of Science and Humanities","Synthesis and D. C. Electrical Conductivity Studies of Coordination Metal Complexes","2018","","Jyoti C. Ajbani and Kotresh Durgada and Dr.Vivek S Revankar and Neeraj Ajbani and K B Vinay and M BasavarajPatelB and M. Revanasiddappa","International Journal of Scientific Research in Science and Technology","5","98-101","","","","article","","","","","",""
"2804297","370113","Department of Electronics and Communication Engineering","Investigation of Self-Heating Effect in Tree-FETs by Interbridging Stacked Nanosheets: A Reliability Perspective","2023","0000-00-00","Srivastava S.;Shashidhara M.;Acharya A.","IEEE Transactions on Device and Materials Reliability","23","58-63","1","10.1109/TDMR.2022.3227942","","Article","Y","","","5","5","4"
"2804298","370113","Department of Electronics and Communication Engineering","Investigation of Field-Free Switching of 2-D Material-Based Spin–Orbit Torque Magnetic Tunnel Junction","2023","0000-00-00","Shashidhara M.;Nehra V.;Srivatsava S.;Panwar S.;Acharya A.","IEEE Transactions on Electron Devices","70","1430-1435","3","10.1109/TED.2023.3237654","","Article","Y","Y","","2","2","4"
"2804299","370113","Department of Electronics and Communication Engineering","Performance Evaluation of High-κ Dielectric Ferro-Spacer Engineered Si/SiGe Hetero-Junction Line TFETs: A TCAD Approach","2023","0000-00-00","Panwar S.;Srivastava S.;Shashidhara M.;Acharya A.","IEEE Transactions on Dielectrics and Electrical Insulation","30","1066-1071","3","10.1109/TDEI.2023.3266413","","Article","Y","","","3","3","4"
"2813647","320620","Department of Computer Science Engineering","A study on software metrics based software defect prediction using data mining and machine learning techniques","2015","","Florence, Lilly and Arya, Arti","International Journal of Database Theory and Application","8","179--190","","","","article","Y","","","","",""
"2813648","162810","Department of Computer Science Engineering","Privacy in the age of pervasive internet and big data analytics-challenges and opportunities","2015","","Punagin, Saraswathi and Arya, Arti","International Journal of Modern Education and Computer Science","7","36","","","","article","","","","","",""
"2813649","162810","Department of Computer Science Engineering","Scalable prediction by partial match (PPM) and its application to route prediction","2018","","Tiwari, Vishnu Shankar and Arya, Arti and Chaturvedi, Sudha","","5","1--16","","","","inproceedings","","","","","",""
"2816011","370805","Faculty of Pharmaceutical Sciences","Life cycle assessment of alternative building materials using idematlightlca mobile app","2022","2022-01-01","J. Saravanan ., M. Sridhar ., ","Materials Today: Proceedings","65","1243-1249","","10.1016/j.matpr.2022.04.184","2-s2.0-85129129870","Article","Y","","","0","0","4"
"2817089","250386","Department of Computer Science Engineering","Real-Time Streaming Analytics Using Big Data Paradigm and Predictive Modelling Based on Deep Learning","2023","2023-04-03","","International Journal on Recent and Innovation Trends in Computing and Communication","","","","","","journal-article","","","","","",""
"2817090","250386","Department of Computer Science Engineering","A System For Streaming And Storing The Heterogeneous Streamed Sensor Data Using Microservices Architecture Model","2022","2022-06-30","","","","","","","","patent","Y","","","","",""
"2817144","357955","Department of Computer Science Engineering","Security for Health Information by Elliptical Curve Diffie-Hellman and Improve Energy Efficiency in WBAN","2023","2023-01-30","Azath H.;Gokulraj J.;Surendiran J.;Geetha D.;Babu T.R.G.","AIP Conference Proceedings","2523","","","10.1063/5.0110677","2-s2.0-85148599408","Conference Paper","Y","","","0","2","4"
"2817147","357955","Department of Computer Science Engineering","Hybrid Data mining Based Breast Prediction of COVID-19","2023","2023-01-30","Geetha D.;Sathiya T.;Azath H.;Ramkumar M.;Ganesh Babu T.R.","AIP Conference Proceedings","2523","","","10.1063/5.0110241","2-s2.0-85148606186","Conference Paper","Y","","","0","0","4"
"2817148","94406","Faculty of Commerce and Management","Spiritual Gurus’ influence on customer purchase intention of FMCG products","2022","","N Narendra, P Suman, S. K Indira, Brijesh Singh, Jessy Nair","http://www.shanlaxjournals.in/journals/index.php/management/article/view/4843","9 (1)","7-20.","","https://doi.org/10.34293/management.v9iS1.4843","","article","","","","0","0","1"
"2817150","357955","Department of Computer Science Engineering","Data Mining Based Chronic Kidney Disease (CKID) Prediction","2023","2023-01-30","Sathiya T.;Geetha D.;Surendiran J.;Azath H.;Babu T.R.G.","AIP Conference Proceedings","2523","","","10.1063/5.0121841","2-s2.0-85148596105","Conference Paper","Y","","","0","0","4"
"2817153","94406","Faculty of Commerce and Management","Lingerie to leisure: Perception of Indian women to intimate wear, A case of Page Industries Limited","2020","","Vashisht Yasaswini, Anusha Vijay, Jessy Nair","MDIM Business Review","1(2)","84-95","","ISSN (Online) 2564-8555","","article","","","","","",""
"2817157","357955","Department of Computer Science Engineering","Design of an IoT approach for security surveillance system for industrial process monitoring using Raspberry-Pi","2022","2022-10-03","Manikandan G.;Karunkuzhali D.;Geetha D.;Kavitha V.","AIP Conference Proceedings","2519","","","10.1063/5.0109769","2-s2.0-85140218298","Conference Paper","Y","","","1","1","3"
"2817239","371331","Faculty of Law","Appointment of Arbitrators Under Arbitration and Conciliation (Amendment) Act, 2019: A Critique","2022","","Kithu Anna Kurian","Lexigentia","","","","","","article","","","","","",""
"2817284","271102","Department of Computer Science Engineering","Learning Future Terrorist Targets using Attention Based Hybrid CNN and BiLSTM Model","2023","2023-01-01","Nayak N.;Rayachoti M.;Gupta A.M.;Prerna G.P.;Sreenath V.M.;Annapurna D.","2023 IEEE International Conference on Integrated Circuits and Communication Systems, ICICACS 2023","","","","10.1109/ICICACS57338.2023.10100298","2-s2.0-85158084123","Conference Paper","Y","","","1","0","4"
"2817412","371332","Department of Computer Science Engineering","Gesture Detection Using Accelerometer and Gyroscope","2023","2023-01-01","Gupta R.;Chaudhary S.;Vedant A.;Choudhury N.P.;Ladwani V.","Lecture Notes in Electrical Engineering","928","99-116","","10.1007/978-981-19-5482-5_9","2-s2.0-85145008182","Conference Paper","Y","","","0","0","4"
"2817413","371332","Department of Computer Science Engineering","Support vector machines and applications","2018","0000-00-00","","Computer Vision: Concepts, Methodologies, Tools, and Applications","","","","","2-s2.0-85045026710","book-chapter","Y","","","","",""
"2817414","371332","Department of Computer Science Engineering","Bharatanatyam hand gesture recognition using normalized chain codes and oriented distances","2016","0000-00-00","","Proceedings of the International Conference on Inventive Computation Technologies, ICICT 2016","","","","10.1109/INVENTIVE.2016.7830202","","conference-paper","","","","1","0","4"
"2817415","371332","Department of Computer Science Engineering","Classification of Music into Moods using Musical Features","2016","0000-00-00","","Proceedings of the International Conference on Inventive Computation Technologies, ICICT 2016","","","","","2-s2.0-85022102254","conference-paper","Y","","","","",""
"2817938","94394","Department of Science and Humanities","Stability of natural convection in a vertical layer of Navier-Stokes-Voigt fluid","2023","2023-05-01","Shankar B.M.;Shivakumara I.S.","International Communications in Heat and Mass Transfer","144","","","10.1016/j.icheatmasstransfer.2023.106783","2-s2.0-85152436421","Article","Y","","","2","2","4"
"2817939","94425","Department of Mechanical Engineering","Study of Sweep Angle for Blended Winglets of a Trapezoidal Wing","2023","2023-01-01","Sanchit M.D.;Bhansali M.K.;Dhanush Kumar U.;Krishna V.","Lecture Notes in Mechanical Engineering","","423-428","","10.1007/978-981-19-7055-9_71","2-s2.0-85152538049","Conference Paper","Y","","","0","0","4"
"2817941","163418","Department of Science and Humanities","Galerkin finite element analysis of heat and mass transfer of Jeffrey, Maxwell and Oldroyd-B nanofluids in a vertical annulus with an induced magnetic field and a non–uniform heat source/sink","2023","2023-01-01","Shilpa B.;Leela V.","International Journal of Ambient Energy","44","1887-1903","1","10.1080/01430750.2023.2196988","2-s2.0-85152389456","Article","Y","","","5","3","4"
"2817942","346334","Department of Computer Science Engineering","Malicious Network Traffic Detection in Internet of Things Using Machine Learning","2023","2023-01-01","Bingeri M.R.;Eswaran S.;Honnavalli P.","Lecture Notes in Networks and Systems","572","707-718","","10.1007/978-981-19-7615-5_58","2-s2.0-85152575160","Conference Paper","Y","","","0","0","4"
"2817943","358847","Department of Computer Science Engineering","Object Detection and Video Analyser for the Visually Impaired","2023","2023-01-01","Alva A.S.;Nayana R.;Raza N.;Sampatrao G.S.;Reddy K.B.S.","Proceedings of the 3rd International Conference on Artificial Intelligence and Smart Energy, ICAIS 2023","","1405-1412","","10.1109/ICAIS56108.2023.10073662","2-s2.0-85152378655","Conference Paper","Y","","","0","0","4"
"2817944","358847","Department of Computer Science Engineering","Ingredients to Recipe: A YOLO-based Object Detector and Recommendation System via Clustering Approach","2023","2023-01-01","Swain M.;Manyatha A.R.;Dinesh A.S.;Sampatrao G.S.;Soni M.","Proceedings of the 3rd International Conference on Artificial Intelligence and Smart Energy, ICAIS 2023","","1397-1404","","10.1109/ICAIS56108.2023.10073769","2-s2.0-85152376319","Conference Paper","Y","","","1","0","4"
"2818247","371414","Department of Computer Science Engineering","Face Mask Detection System for Smart Door","2022","0000-00-00","Dixit T.;Kaustub S.S.;Waris K.R.;Bellal A.;Bharathi R.","2022 IEEE 7th International conference for Convergence in Technology, I2CT 2022","","","","","2-s2.0-85135617004","Conference Paper","Y","","","1","1","0"
"2818248","371414","Department of Computer Science Engineering","Framework for Detecting Fake Retweets Using Deep Neural Network","2022","0000-00-00","Dinesh Hegde S.;Shetty A.;Manoj N.M.;Kalasad A.;Bharathi R.","2022 IEEE 7th International conference for Convergence in Technology, I2CT 2022","","","","","2-s2.0-85135625881","Conference Paper","Y","","","","",""
"2818249","371414","Department of Computer Science Engineering","Improving the Performance of Semantic-Based Phishing Detection System Through Ensemble Learning Method","2021","0000-00-00","Maini A.;Kakwani N.;Ranjitha B.;Shreya M.K.;Bharathi R.","2021 IEEE Mysore Sub Section International Conference, MysuruCon 2021","","463-469","","","2-s2.0-85123860784","Conference Paper","Y","","","2","2","0"
"2818250","371414","Department of Computer Science Engineering","Fuel Price Prediction Using RNN","2018","0000-00-00","Chaitanya Lahari M.;Ravi D.H.;Bharathi R.","2018 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2018","","1510-1514","","10.1109/ICACCI.2018.8554642","","Conference Paper","Y","","","2","6","4"
"2818266","371437","Department of Science and Humanities","Recent Advances on Electrochemical Sensors for Detection and Analysis of Heavy Metals","2022","2022-02-08","","Voltammetry for Sensing Applications","","","","10.2174/9789815039719122010009","","book-chapter","","","","1","0","4"
"2818267","371437","Department of Science and Humanities","Safety and ethics of carbon nanomaterial-based sensors","2022","0000-00-00","Sarma M.;Mubeena S.","Carbon Nanomaterials-Based Sensors","","303-313","","10.1016/b978-0-323-91174-0.00019-6","","Book Chapter","Y","","","0","0","4"
"2818305","371437","Department of Science and Humanities","Exciplexes in OLEDs: Principles and promises","2022","2022-08-01","Sarma M.;Chen L.M.;Chen Y.S.;Wong K.T.","Materials Science and Engineering R: Reports","150","","","10.1016/j.mser.2022.100689","2-s2.0-85132240099","Review","Y","","","27","26","4"
"2818306","371437","Department of Science and Humanities","Design, synthesis, anticancer evaluation, molecular docking, and in silico ADME analysis of novel chalcones incorporated indole-pyrimidine derivatives as promising anticancer agents","2022","2022-06-01","Boddiboyena R.;Reddy G.N.;Seelam N.;Sarma M.;Gudisela M.r.","Chemical Data Collections","39","","","10.1016/j.cdc.2022.100852","2-s2.0-85125880922","Data Paper","Y","","","0","1","4"
"2818307","371437","Department of Science and Humanities","Synthesis of Pyrazole–Oxothiazolidine Hybrids as Potential Anticancer Agents in [Bmim]OH Ionic Liquid Medium","2022","2022-04-01","Gorla M.R.;Sarma M.","Russian Journal of Organic Chemistry","58","572-579","4","10.1134/S1070428022040157","2-s2.0-85131158637","Article","Y","Y","","0","0","4"
"2818314","371433","Department of Computer Science Engineering","An Ensemble BERT CHEM DDI for Prediction of Side Effects in Drug–Drug Interactions","2023","2023-01-01","Vijayan A.;Chandrasekar B.S.","Lecture Notes in Networks and Systems","492","569-581","","10.1007/978-981-19-3679-1_47","2-s2.0-85142755072","Conference Paper","Y","","","0","0","4"
"2818315","371433","Department of Computer Science Engineering","Video Anomaly Detection in Surveillance Cameras","2022","2022-01-01","Vijayan A.;Meenaskshi B.;Pandey A.;Patel A.;Jain A.","2022 International Conference for Advancement in Technology, ICONAT 2022","","","","10.1109/ICONAT53423.2022.9726078","2-s2.0-85127575823","Conference Paper","Y","","","5","4","4"
"2818316","371433","Department of Computer Science Engineering","Drug-Drug Interactions and Side Effects Prediction Using Shallow Ensemble Deep Neural Networks","2022","2022-01-01","Vijayan A.;Chandrasekar B.S.","Lecture Notes in Electrical Engineering","903","377-387","","10.1007/978-981-19-2281-7_36","2-s2.0-85138796920","Conference Paper","Y","","","1","1","4"
"2818348","371430","Department of Computer Science Engineering","Improved Clinical Diagnosis Using Predictive Analytics","2022","2022-01-01","Divyashree N.;Nandini Prasad K.S.","IEEE Access","10","75158-75175","","10.1109/ACCESS.2022.3190416","2-s2.0-85134200359","Article","Y","Y","","1","1","1"
"2818349","371430","Department of Computer Science Engineering","Design and Development of We-CDSS Using Django Framework: Conducing Predictive and Prescriptive Analytics for Coronary Artery Disease","2022","2022-01-01","Divyashree N.;Nandini Prasad K.S.","IEEE Access","10","119575-119592","","10.1109/ACCESS.2022.3220899","2-s2.0-85141572481","Article","Y","Y","","2","2","1"
"2818355","371427","Faculty of Pharmaceutical Sciences","Analgesic and anti-inflammatory activity of quinoxaline derivatives: Design synthesis and characterization","2023","2023-01-01","Meka G.;Chintakunta R.","Results in Chemistry","5","","","10.1016/j.rechem.2023.100783","2-s2.0-85146476584","Article","Y","","","6","6","1"
"2818635","371531","Department of Computer Science Engineering","Design and Implementation of Virtual Tour Guide App","2022","2022-01-01","Maulik B.;Nayak A.P.;Sanjana U.;Alok S.;Divyaprabha K.","2022 International Conference on Advanced Computing Technologies and Applications, ICACTA 2022","","","","10.1109/ICACTA54488.2022.9752804","2-s2.0-85129180752","Conference Paper","Y","","","0","2","4"
"2818745","94436","Department of Mechanical Engineering","Implementation of low bit rate Vocoder for speech compression","2017","","Lavanya Krishna and Mrs. K. Rajeswari","","","","","","","inproceedings","","","","","",""
"2818969","94449","Department of Civil Engineering","Performance Based Analysis of Shear Wall with Flexible Soil Base","2021","","S V Venkatesh et.al","International Journal of Scientific Research in Science, Engineering and Technology","8","459-468","","https://doi.org/10.32628/IJSRSET2183195","","other","","","","0","0","1"
"2818982","94449","Department of Civil Engineering","COMPARISON OF SYMETRIC BUILDING WITH FIXED BASE AND FLEXIBLE BASE CONTINUUM MODEL IN SAP 2000 V.19.2.1","2021","","S V Venkatesh et.al","IJARIIE","7","1900 - 1906","","","","other","","","","","",""
"2818986","94449","Department of Civil Engineering","PERFORMANCE BASED ANALYSIS OF 10 STOREY, 5x5 BAY MODEL WITH fixed base subjected to different monitored displacement","2021","","S V Venkatesh et.al","IJARIIE","7","97 - 109","","","","other","","","","","",""
"2818990","358871","Department of Computer Science Engineering","A Novel Segmentation-Free Approach for Handwritten Sentence Recognition","2023","2023-01-01","Chethan M.;Anirudh R.;Rani M.K.;Dey S.R.","Lecture Notes in Electrical Engineering","968","641-648","","10.1007/978-981-19-7346-8_55","2-s2.0-85152632524","Conference Paper","Y","","","0","0","4"
"2818992","94449","Department of Civil Engineering","COMPARISON OF FIXED BASE AND FLEXIBLE BASE CONTINUUM MODEL IN SAP 2000 V.19.2.1","2021","","S V Venkatesh et.al","JOURNAL OF EDUCATION: RABINDRABHARATI UNIVERSITY","23","129 - 133","","","","other","","","","","",""
"2819004","94449","Department of Civil Engineering","COMPARISON OF MECHANICAL PROPERTIES OF FOAM CONCRETE USING SLES AS FOAMING AGENT AND DIFFERENT M SAND PROPORTION","2021","","S V Venkatesh et.al","Design Engineering","8","35 - 48","","","","other","Y","","","","",""
"2819015","94449","Department of Civil Engineering","Civil Engineering, Architecture and Sustainable Infrastructure","2022","","S V Venkatesh et.al","Design and Analysis of High-Rise Buildings using Software","","","","","","conference paper","","","","","",""
